STRING,OUTCOME
DBHJHCCEFJE,NO
CJEDAIHGEEAGBFCDB,NO
HCFIDIIDE,NO
AJCDHCHJGDBCIFE,NO
FJEHJBEFABADFHE,NO
AFEEADGACGDGD,NO
IEEIBBCBHEGFBABAJB,NO
FCFEBBCA,NO
BCGAACHEE,NO
DCBBAHID,NO
EDCDJADCDDFAGBCAAA,NO
DIEAADEDIJ,NO
AJAJEICFFGBJAEDFIG,NO
EIJHFAII,NO
GBHHJHABHJDFCEIH,NO
CEDAJJFDCCEEBABCCHC,NO
JCGADF,NO
IIBFDFHCADFJHECFGE,NO
HDBEFAG,NO
FEJFIDID,NO
AJDHCGGHGEIAEFH,NO
FCEAFDEEC,NO
DAAHFECBBFFHAC,NO
IJHAIA,NO
FIJJIIGIBABADCDI,NO
GEIHEIIJDF,NO
EAEEBJJEHBFDAJIDC,NO
GICGGF,NO
JIJFABCFHG,NO
JDFABFCHEABHEFFHIG,NO
CGDABHCCIAD,NO
HEDBHDAICA,NO
BJJCIABEICIC,NO
DIIDCJDICGDE,NO
FEBECIAJIEBJFFFJ,NO
FCCEJFCJCHCD,NO
GEFCGIHHCEBH,NO
FAFEAAGBB,NO
FBCEAHEB,NO
DEEIJCDFDCI,NO
CJGCAECGJBEHJHFICHC,NO
GDHJCGGGBIEBIDFIJ,NO
JBIBDCDBGHEEEJACJJC,NO
FFGFGJHAIAADFBJEFD,NO
CJIBJCCIAI,NO
GDCAEEFHIFGJ,NO
DHCEIECFA,NO
FFGJBEDI,NO
JJECAIJGAE,NO
HBGBBHDGDIAE,NO
JFEBJFDABE,NO
HEDIDJEGDBDECJIGBEG,NO
EFEAECJJCCCGIDJJDD,NO
CEEDHICGC,NO
FAHAHFIFJ,NO
BJCIIIGHHGBCBFH,NO
BBCADHHCDHBDHIAAEH,NO
DEEDBAJ,NO
BFGJJJ,NO
CFEICCG,NO
HFGBEAJEIAAEE,NO
AHFJHJ,NO
FIIDHIBHDAHGCED,NO
DABDIFIA,NO
DBCFFGBEBE,NO
IHGBAIABJHIGFDG,NO
GCGHIJBHGHABBH,NO
GDGEDDCFCDGDDFAID,NO
DCFDBAGJCGJIIC,NO
FGFIEBCECJBIGFEIDD,NO
CJCFHGICAF,NO
HAAGFIHI,NO
FIJEHGDDEIFJEF,NO
EEHBHGDFCAJCGIDFAJ,NO
JIADCG,NO
GIBJFH,NO
DIAJDICE,NO
HFBIEIEIGGHAHAEJC,NO
BBJJDGFIBHABAJEH,NO
BDJAAHD,NO
JFBEFIAAGHECHCFDG,NO
GBHCDDCFDCHGJADEJC,NO
CBIGIDAGIJACC,NO
FCCBGHEDAGIBHBCAC,NO
FGCFIEABDBIBFJA,NO
DCEGFGI,NO
DBDADBCD,NO
DJHIDGJGIC,NO
CHEGCE,NO
EEAIIGJJCJBAHJHB,NO
CBJEEGFEJAI,NO
IEAABB,NO
GHJAEIHDCIGC,NO
HIHGGDHHFCDIJIGHF,NO
HEEAHBBAFCIHCJGA,NO
DEFDGIIBCDG,NO
GFIJEDDJEDJGFEAC,NO
JEGDFCDFCDDHFDDCDJ,NO
FJAGCIGJEBI,NO
HAHHFJJFBCDGGEDAEH,NO
BEBGDJJEDGFAG,NO
DJGEAAFHDI,NO
ICGHFHA,NO
AJGIECCAIAABIGJAEGGH,NO
CGGBDJ,NO
AIAACGHDEHFEIBIEI,NO
HIGDCA,NO
JEFHBJJIDJIJH,NO
BAEHACEFACJFIHAGA,NO
DEJDDAAGCD,NO
DBFGDDJIDIHJ,NO
JAJIAHFCHI,NO
BGCDHCDAJ,NO
JJFDJCDBIDHBAAGIDED,NO
IJIFGAIFI,NO
GACIIEBHFD,NO
BDGAECJH,NO
IAGHJJIHFIECJA,NO
EFCIIDBAHAF,NO
FDBDDEICGEAHIJGIJHDG,NO
CDIDBBIIFDG,NO
IJDBHFGADIJ,NO
BCJBJJBHJGJG,NO
AIAJHEFEJBJIJHCJ,NO
AHDEECCGJDCG,NO
BBGEHJBBGBJJ,NO
JJJEJEIHG,NO
DBIEIBAFEIIFFI,NO
EIHDHH,NO
EGHGFIIIF,NO
DEFGDDBDHDAJFDGDE,NO
GCJIAFHD,NO
CFBFBBJCCBDDDIH,NO
GCGGIHCJFADCIBEJG,NO
EABFAHD,NO
GDCCBEAHFCA,NO
HDIFCAB,NO
EDGEBJACAA,NO
FADBGDEGDJEJABIC,NO
JBFAGG,NO
CAGFIIEFHCEFGCII,NO
FCJFFBIJCJCDBHFE,NO
JDAJHICCEBFJHDEAFHEG,NO
HDIIDCIAD,NO
AIBECGEDFBFDHBJHIIJ,NO
BBEBDEGJDD,NO
ECIBEHHEABBH,NO
IIAICG,NO
CJCFCBFBHIAEBEI,NO
ABCCBHHBJIHGA,NO
DAIHIIGAIFHCEFB,NO
JCEACCC,NO
AEFBJJIIAGCHDID,NO
FFFAAAACGFHBFFEHDAAJ,NO
FFDCEGGJDB,NO
DGBJEA,NO
CJBAGGFEJJHHDGJJJA,NO
IGBCAIDGAAEACB,NO
ICEGEBIDG,NO
EIJDIHAGCABFC,NO
AEDHDBCDFAGHHCBIHGB,NO
EBICHBCAFCFFIBFJD,NO
CIAGGCJDCFHGEFJDECD,NO
AEDAEIBHCJIEABIFFECI,NO
HBCCJAJHEJCCDI,NO
ACHFJABD,NO
DJBBDAEIJCAADGE,NO
HGEGDFFFFCEADIHDD,NO
JAIFFICGEHCFFBG,NO
ECDJJBDAGFJIJHAEJIAI,NO
EDEIDDICDFFHADJAA,STEAL
JIHCAJJEEFJHB,NO
HGCAGJBIFEFG,NO
EHBJDEADDGEFJJGCIE,NO
JGIBDIHCHFJAIG,NO
GJAHACIDCHFHGFBD,NO
HFJGEJAGI,NO
HFACFJACEDFBCD,NO
GEACGGAFFBBHGDHEHB,NO
DGGEHBCJAFJFACHH,NO
FEIIICAGBDCFFEHH,NO
BAJHCA,NO
JHGHABEJFGCJ,NO
BFECDCD,NO
JJIBCJBBEDIB,NO
BAGIAFJHC,NO
AGGBACEGFIGCCGDC,NO
FFICHBDCJAFA,NO
HHGHHFCDDD,NO
FIJGIJIHIGBDDGIIE,NO
AHFDHHAAGAJGDJFCD,NO
CJFEFHDJAEDDIFGCDEB,NO
EFHGBEEICFBJ,NO
HDAHJEGFHICDA,NO
IACHCHCEJ,NO
DGIGACGJIBCEBA,NO
CFHBFHGE,NO
FFJHDDEDAEEBCFD,NO
BFGEEHAGAIJEIEBD,NO
JFEHCE,NO
JADHFAIDDEFH,NO
AHIBBIJHIJGH,NO
EDBJBAJAFAJCG,NO
AGFEADCJFJHHFJAB,NO
FJHFJBFBCHF,NO
FDAGCABGJHG,NO
IBIDEHEEBHJGDAIJJJHC,NO
JHJHGE,NO
DCDDACDCE,NO
AJCAAAJEGHBHGEICCC,NO
JFCCGBFGBDCJGGGAEHA,NO
BIBBGGB,NO
DCBIDCHCIJHECIECFJ,NO
HDAFEJBDDD,NO
GBDIAGIJBAECEBGABHJH,NO
CJEHBBFADACEDHB,NO
DAGJGBGHJD,NO
CBGDDHEHEJAIHE,NO
EHFAJGCHFDJC,NO
IAGGIFCII,NO
EGFDEABCBI,NO
CBDHDF,NO
DIGIBAAHDGDCGF,NO
FAAIIIFAHBCB,NO
EBCDGJ,NO
EJFIJABGBJFGFA,NO
CJHGCHHHBIIG,NO
ABJJFFJ,NO
AIIBJGFGJHJ,NO
CJIIBDF,NO
FJAJECEAHHA,NO
GDIAJFGGCAHDHJGHCEE,NO
GDFGDIGJGCAJCDEFEFIJ,NO
HCFIFDDBFIHIEGEJ,NO
IFDDJDIGDIIBIDGBD,NO
AIBCEFFFFDFGBCF,NO
DEFJEJIDHCHCCAH,NO
JFBIJIHHHGCA,NO
AFDAIBCIHDGGFJCDFAJ,NO
HDEBFI,NO
EIEBIDCBBCEHIG,NO
AFEEBJEHJFBHIGAA,NO
AFECDFEC,NO
IGBFBDHHDEBCHH,NO
JHDEDHCAE,NO
GEIBADECIFBC,NO
EAHCBFJIJGFHFHBCEFH,NO
FFFAJGFIDAEAHIGJBHI,NO
HBDAJDDGD,NO
IBHEIAGI,NO
FIJJFFFIH,NO
FDBCBBCGFAIBFAHJ,NO
HFHFAGBEFDBIHDFBDGEC,NO
IHFCEHCCDG,NO
IJJHIEFDGA,NO
BCIHGEFBCFHJGEEEDFEA,NO
GEGHDDECHEGCJHC,NO
BCAGJDBB,NO
FBFFHHH,NO
JHFHFAGA,NO
CFABDIAJDFHEEHE,NO
CIABHHDBJEAICAHD,NO
JCFFHDGD,NO
CBGBFGHBCAA,NO
EFCHIJFBFD,NO
DCAAGGEAEBFIGBHF,NO
EBFCAIFJDDBCFFEBJ,NO
AFEGBEBGJGFGAFFGDAAE,NO
FACFFIAFJGDDGHFHCA,NO
HIIBAIHDBBJIAFHGBCJ,NO
GBGAIIHHAJEECFJJ,NO
JEDAADHDDBIJEIJC,NO
BHFGJBJFDJIHDAGG,NO
DJCGCJGCGBDCI,NO
GGFAGJJJEJDHGBF,NO
GBFBGBH,NO
FHHBDFIIGCEGB,NO
EFHACHHJAJECDDJB,NO
CEIJBGJEGEIGBHGH,NO
FIEHIDBA,NO
GADJAEEAJ,NO
JCADGJFBCGCJEADDEC,NO
CDCGGHICCAIBCDE,NO
BIAJDADA,NO
IFGEFCBCCBBGBEJADF,NO
IAJCIEDCIHAHCAEADFB,NO
GEJCFIFAIAJJC,NO
IJDDGCDCDGAICF,NO
DICDJGGGDHEHAFJG,NO
BFBJDIHDJJCIGJA,NO
JIHEDJGFEHDIEHJHF,NO
GDDJBCI,NO
JDFABJEFJCIJ,NO
CJGGJJGBEBCFBCH,NO
EDEAIHACHAAA,NO
CAICIEDIADCF,NO
JCGCBFBECICIHICHJ,NO
FFFIECJ,NO
JIHACGFD,NO
CDHDBDHJBCFD,NO
HIEBBEIIGBB,NO
AEBDDEHHBJEIHE,NO
HCCIFJCG,NO
CGCEDG,NO
ADHBIB,NO
FIDDHICJFD,NO
DEICIC,NO
FEIBAHJIFGFHBFD,NO
HDADBGHFHBJBFHBCC,NO
BEADHCEDBADBDEIBAFE,NO
HAAHEH,NO
IJCHBFGAFAEHE,NO
IJBJEGAGBHECD,NO
EGHDFICEFEJGDBH,NO
AAEJBIFDBI,NO
BCECFHB,NO
JAEADIEEIBECJ,NO
BJGIFDAGDDDEHJBBFA,NO
BFBCGBFFDEB,NO
JIHCEGH,NO
JFCIJG,NO
EADCDGHB,NO
ABGFGIG,NO
GACGGHDBCAEEIGH,NO
CADAIJFJB,NO
EEEFFCA,NO
EIEADGEEAEIIJC,NO
DABFJIGEHFIGCBCD,NO
DEDBGHDGD,NO
JBDIBBEIJAE,NO
GHICDADJJ,NO
IEFCICEBACDBI,NO
EGADGJJBCHACJ,NO
CIAEDDGABBDEICIJIDE,NO
GAGBDJCIACIJJFHHDE,NO
AHFDHHHIBFCEBJAD,NO
FGEAJGA,NO
AAEHBA,NO
DBDIHECIGCFG,NO
GJGBCFACHDABF,NO
IBAJHJGCGJBB,NO
GHBHJJIEFIGJHHFDFAG,NO
ACEIDDAFBBEHI,NO
FAFJDACHIBAEGHAIF,NO
GHABFIBEDFBJBIH,NO
CDIFCCACJIHDFEFH,NO
JEBFJBIBCI,NO
GGHHABHHBGIGDAEAEFF,NO
DDCJAFFCBCFEFEG,NO
BFCIBDDCDCGCHHCJE,NO
EHICJEHJJ,NO
GCJGEFCAH,NO
JIEAADIBHB,NO
BGIDFJAHGGABB,NO
JAHHDGADHJGGIHFA,NO
BDJEFGFJDABBGJJCJDFE,NO
BHHDGBIC,NO
ABBJEDHIDEJDHGICIB,NO
HFHDBDJFB,NO
ECFHFG,NO
FFIFADDIG,NO
GEJFFCJ,NO
JGHJAHDBGGFACFGAAHC,NO
HDIEEHIIJGDJFHGA,NO
GGFCHIAIEIEE,NO
GBBDAEDEAHEEIHAIHDBI,NO
GIJDGFICD,NO
EAHJHCEGCAIAJGB,NO
AJCFFJJFFFIAAEHIH,NO
GDHEBHEFIJIDIHGAFFDE,NO
GHCDBHCDJEAADHEDBI,NO
GJACGHAFFB,NO
GGDHEABJIHBDCGHB,NO
GAECIBDFCDGCDAACGE,NO
CFFGDCHIJIFJ,NO
JFFEACIBBB,NO
IJIHHDBHFJHDEEGDIE,NO
JHGBHCFHGDAEBDICBA,NO
JBAIBJJGA,NO
IHFICAHFHHBII,NO
AGIGFICEA,NO
GDFFACHIIEBJEIEJC,NO
EIGAEA,NO
ABCADJH,NO
FGFCDAIGH,NO
JDCFGBEGCAGIBDIBEA,NO
CHEIDCDJIGJFE,NO
JAJFHDGIA,NO
HDIHCIJFEHCDGCAIHJ,NO
FIAFCCJJ,NO
IHCCHIJJJ,NO
DBDAAJHCEDHFEGBI,NO
BJEACHHJECIFHGEEE,NO
BBFAECHFDBFJHD,NO
GABHBJBFDDCIDCJGAADH,NO
JDIIDAHFFJIEDEIBGJ,NO
AEHBDHHFHCBJ,NO
IGCEIBDD,NO
GIFJJDEAECIJBJ,NO
BGJECCBFD,NO
HIIFEHG,NO
HDHIBFA,NO
GEJCAGCACAIHEBDFCDE,NO
FEFHAAGHABFIEHFGJB,NO
DECEBBBEDHBG,NO
IIIDEFGDJJJGABGCEA,NO
DIJBJGDIIFJ,NO
DCBCABJGABCDFACHFIJB,NO
ABCDFCFAJECDIDEJFEGG,NO
CJADIGAF,NO
JCFFAHGFJCECCHGC,NO
DCBDHEJCBEHHGGJHCIG,NO
CEAHHDJGFDIGCJGGIFJD,NO
JAFIDBGGBEDHCD,NO
BDEBIJBHJIJIHDEGHJF,NO
ADBBIFFIGJBDFCFD,NO
FDIIBBHBBAGFBEIB,NO
IDEEGFIFE,NO
HBEEAHGGHAG,NO
DFHHAAEEHIJ,NO
DEJJFFEDAFFEF,NO
GGBFJGCJCAH,NO
DDAADGJJHAIFHBBDH,NO
HCEDCBGGEFDIJAEDDIC,NO
IGIEFJAHACDEBJIAEIDG,NO
JCGIEJECCFJHJCEG,NO
BCICFJJECCBJFFAHJAFI,NO
JBEHEBBD,NO
DEDBHGEBABAFJEDIDFBI,NO
IABEHGIICBIIEDBFECI,NO
FAIGBABIFAGDCB,NO
FGGIFBIDHHE,NO
JGDHHHJEH,NO
GCEHBBBHBBD,NO
BCIHHHIFJAC,NO
DHHHJGAGCFFA,NO
CGAAHAJCJFA,NO
EBICCCFFIJEAGJGFBBHE,NO
DBFFJGGEFA,NO
JBDCCECIJ,NO
JJEHGDIIFF,NO
HJDHJACE,NO
CHGIAB,NO
EEHCEEFJGBICEHJGGCBH,NO
GDICGDHDA,NO
EDIHBFC,NO
HHGGAFBHGAHF,NO
IDFDECJDAFIDGFEHBBE,NO
IAIIGHCDDGADDGHE,NO
HGDBFGHFHHCFCHADFCI,STEAL
JJBCECACHHFJAEHECH,NO
FGACEHCACFI,NO
IGEFBD,NO
ACCDFEDJJI,NO
BDDECEBII,NO
DIIGJCJJD,NO
BFEBBAJBI,NO
IEHGEJJDIHGIGCAC,NO
DAEEAACFBHBHABHDFID,NO
IDFBCIIBFCDGDCAHA,NO
JBGGHE,NO
IICHHJIJ,NO
CADHGGHDFDGFBJD,NO
EBHJGBF,NO
EJCDBCFEGH,NO
DEJBFDGDEG,NO
FCCAFGCEJFGA,NO
BBHFHGHIBFCD,NO
BDHACCIJFDEIDDI,NO
DJJGHHFGJIDDB,NO
JICHBGACCF,NO
FCEEAHGEI,NO
DHJHHBCEEFCJFAHJ,NO
EECEBABGJAIFE,NO
CGCDHFHECJI,NO
EFGIIGDDDAHE,NO
CFBBFCGBHGCCCGGDDDHE,NO
ACBBDFJIAE,NO
CIEFCGJCEJDJCGECIG,NO
GDJGHBECHIBI,NO
HGDAGCECJIIC,NO
DIIFDFECJ,NO
ICCCEJIGBHCJGADFBJAD,NO
HDCABCGBDDJI,NO
JJEABECBDJAEJJAFDBIB,NO
AHAHGCBDDBCEGJDEJJD,NO
JHDCEGCJDBGDGHAFJAH,NO
DGACCCDC,NO
DDBGHABGHFFBIGD,NO
HGGEEG,NO
JGIAEFHCHF,NO
AAIHJCDECE,NO
GGBIBGCECBAJHCF,NO
HCHAHIEEG,NO
FDDIABBHAHC,NO
FEJAGEHA,NO
AFGAFDJD,NO
AEACHE,NO
ICICHJEGA,NO
AJIEGB,NO
EIHCDBHIJJBCB,NO
GBBBDFEFGACEJACHJJI,NO
JGICJJJAFCBCFBGJIC,NO
CBHEDA,NO
DGEHEJEAABD,NO
JDAIEFJ,NO
GGEBBIBFGHEGDJGGH,NO
ICBECBJHBGI,NO
CIBGCFCIGHFDAIFFH,NO
CGGDACJHJFIBEDDHAF,NO
JIFGJGIEHD,NO
AIAFHFGJH,NO
HIHEHIHIIGEDHHCEBBHA,NO
ADCEHIEAHJCGEDF,NO
DFAAEIB,NO
ADAIIIDH,NO
GIEJICECADDCJCJCCJCD,NO
FHCHDIJBCGAJE,NO
IGCEIGJICFFJGAJDEBAC,NO
EAHEGF,NO
CFEHFECABJFCG,NO
JGGDGAIFCE,NO
IFGJFAGJIJDJGI,NO
DFIFCCAFEICJBEFFCCJD,NO
HDJJFAH,NO
EFEEEGECJDJJEEIHEG,NO
IHFBJEHGEIAEFIGFHFGB,NO
DIADFDDIFD,NO
CCJGCCJDIDHIJDGF,NO
HJAHCFFEAJC,NO
AAEFHHIGJHDCCCACBHIB,NO
DBJCBIAJ,NO
DBFDEDCAICGABCFFBAJ,NO
BIDAAEJ,NO
DCGJIFDGDBBEE,NO
EDEHAA,NO
IICHAGFB,NO
CADCFHID,NO
JCIJAAEGCJCFJDC,NO
IGHFJBFEDDJHHCD,NO
BFDHAEAFEGDEJCJD,NO
GHGGGBFCFAIFFCH,NO
GFEBBBJ,NO
DFEAEEJBAD,NO
EHIFHCGAJ,NO
JCHHCCFFHADCJDBBB,STEAL
IFEDFAAJGCCEHBEAC,NO
GDBHGECGJFH,NO
AEEGEFIJFGBCAAGCE,NO
DGDGEBJCBCFJGEJBBCB,NO
JBCJCDICAGCHHJBEEBB,NO
BJAAICBDDGGDF,NO
CEDAHHGE,NO
JCEDAEIHCGEEDEB,NO
DHIEJJIHGEIDCFHA,NO
CFEGJHBDGCJHHFCAF,NO
FHBJBCCDFFGJDI,NO
BIGJGBFBIBJEDH,NO
FADFCBJFD,NO
GBBIHIICJGAIFJDFAJF,NO
JDGHEHHDIA,NO
IIBEEE,NO
AEFBCJFCGEGAGADCCJDI,NO
CABIHJBCGDEAJIFIAA,NO
IIIGEHAAAI,NO
BDCJBJCGDHABCIACJ,NO
AABADFEDICEAAIGAAD,NO
AGBCHDEIJEEACEJDDGDF,NO
ADACBDJDABBFIJFIAGG,NO
DICEFABHEIHIDBB,NO
ABCFBFIGJAGJFDHA,NO
DGFBCBAJIFEJJEJFEAJD,NO
GEJCIJDIGEEJHIAFB,NO
HBEEGG,NO
IHBBIBAJB,NO
CJBIIJFC,NO
JJHBIDHJCCGIF,NO
HFCEHBEI,NO
CIBEDJEG,NO
DJCJAC,NO
DBJAFC,NO
JBGJJDJC,NO
AFHEBBH,NO
AAJAADCHIGF,NO
DAFIFHHF,NO
FGGCGIBBGJ,NO
CICCEDHDEAIDBEJHIFIC,NO
ECGCFDHCBFCFHJBDFD,NO
JHJBDIDJBCAIFFGHDBGH,NO
HBJEFFAEJB,NO
IJJAJBEHCDCADBAAED,NO
GBCEDCAIAFBA,NO
CCBCDJA,NO
FGFABHAHBCED,NO
FFGJAFC,NO
AIEFFJBFIAHJFGIDB,NO
ICJCBCCBHBI,NO
IDJIDHJ,NO
BJFHHBBCAEBAGIJCCA,NO
CIHCGGEBDBIGFFJCAIJ,NO
GCCDBFFEGHEB,NO
ICAFHJ,NO
FGBJJIDJJJECJIIFJ,NO
IEHECEBCFIHGEHGF,NO
IHICGG,NO
DCAJIJGICCFCBCDEE,NO
BCIBBHFGBJBJBGICDHD,NO
HICGDFDBBJE,NO
DIAEADDJE,NO
IFFCICCIJGAJHFGIJBG,NO
IBIGABEGHBGIEAFA,NO
GFACHJCGJ,NO
CIHFEAHAAI,NO
DGHDEDB,NO
FDACFHEDGAEIFEFFJ,NO
DGBBHHFCEIJEJBCGFCCE,NO
DEDDBIJACADJI,NO
AGBCFIECFEDGEC,NO
EDBGCBDJAHA,NO
ABCADHFIF,NO
HFEFJCGFAFCIAEJFIICA,NO
IAECEHCJFD,NO
IJBFEABFHDFI,NO
BIHFIFC,NO
BCHBAJHDEHIFD,NO
AAEDBJBJJBAJAB,NO
AFBGBEBFJAIFIAJ,NO
BHEBJJ,NO
JICEADBFHJB,NO
GCEHDEHAJIGGGEDG,NO
GJEJJHEJGHDDABAAAJA,NO
JEGFFFGHHDIDFC,NO
FECGBDF,NO
AJJAGEHD,NO
AEBJHJH,NO
GGIGAAGDHG,NO
FGEHHJEFIEEFAFCDDHJ,NO
GCGBBDGCDDBJBBJIEH,NO
JAEEJG,NO
FGDFGEAEHHGCAECJ,NO
DHDCGDIJBC,NO
DHAEAFDHJEGHFAG,NO
EEJAACJFGHBCB,NO
DFACDCEACDBGDIA,NO
CICDEDBC,NO
FIEGDGAEIEJDAA,NO
JHGFDGGBECAAHJE,NO
HFJIDFJADFFJCH,NO
IAFHHHCFE,NO
ICCFDGDBJBJ,NO
GFEECJCJDDEAF,NO
CFACEJEADECICFFHCDG,NO
HCABBIGDHDHGHAHBJB,NO
IGJFAAAC,NO
BEGBACJIJDJHG,NO
HIJBHIFEBIFIIEJEB,NO
IDCAIACHDEJCJDAI,NO
DAJBBI,NO
IBHCBADEGHJACFBIID,NO
GJBJDDEAFHDDJHJJECA,NO
EIDAGBDHHHCFFC,NO
DHIJFCGCFHCFICJD,NO
BDEFDEAH,NO
AAEEGIEIEJFGDHCG,NO
CECAIGJJCHBJG,NO
GDHEFGFGHFBIGHA,NO
DDCEBEFDABEFFCJC,NO
HIBDDBGAEGFDEAIDGJIA,NO
CJJICCGAJEFCAG,NO
FCBAJAICJFEGGHAF,NO
IIHEECHIAICFHHEGIHJ,NO
JDDGECDCJECCICFGB,NO
DAAGHEEHJJBEFDCBCC,NO
JGEBHAGCICCJDEIJC,NO
GHJCJIJHHFBGHCCHA,NO
ABHAFEJBDJ,NO
GIHCGIGCG,NO
BFBJHAJCCBHCJ,NO
EAGDJBJDDAJGAEIHJ,NO
AHFCACIICFDIHEBD,NO
BJJAGHJCJGJIC,NO
DEGGHADGBCG,STEAL
AGJHBCACCIHBDA,NO
HAIAJFDEJHHDIAEFBIG,NO
JAGGCGAJCDJ,NO
AABHDFI,NO
CHIHIFCAHA,NO
IEJEAJJDBFJJGD,NO
DJJJCBCHCECIBH,NO
HEADEGCAEABIJF,NO
EAFGDGJFDB,NO
BDHAFFIEIDGGCGJG,NO
HGAFJGADAGHGCBG,NO
IJEJHAH,NO
FFHFFEDEFEEIADEAFFG,NO
FGHAIGCGD,NO
ACGACIJGGH,NO
HAGFEEAFJDCGCCBAHCBC,NO
EDIFICEBIG,NO
DFJGAEHAJCAFE,NO
IBJIGIJEEEADACH,NO
JJGJFDBDDFEFFDCHIEA,NO
ADFIHHBBJE,NO
IJDGBACJBJBHDCCEHI,NO
HEJECBGF,NO
EDCDFG,NO
DGFDJDI,NO
IGBGGJHHBB,NO
FIICCBDIDFHEB,NO
DFEJBFHCEBGDBEFHA,NO
EHIEJIGECJJGEBED,NO
IDDJHIGBAHBFBHDC,NO
HJDFFHADA,STEAL
GHHCHBBIIGEDJFCHH,NO
CGICGGAGDIJJACCBGAJB,NO
JDAAEIADCEIFEECCBI,NO
BGCAABIGD,NO
DIFCDAJJFAIAABCF,NO
DDFDDCHBAIHIGDJ,NO
FEDDACJFBHFCDBBC,NO
CDEIEFH,NO
AIBCHHEBCGH,NO
BIDCCCGIEBIHG,NO
FCJHAADCDJHID,NO
DFFAGDEC,NO
FCCGGEFDBDCCEI,NO
GJIIED,NO
DDFEIDIACGCDCBAAABBI,NO
HEADGHHIAGDICDDI,NO
JJJEBIEJADF,NO
ABGDAIC,NO
IFEIBA,NO
BJBIDHHFIG,NO
DCJIJEGFJHEE,NO
FCHFEGFHDGFJDCE,NO
ACHDJEJ,NO
BAIFJADCFJEB,NO
BCHGJGGGHHIJ,NO
BJHEHAHEGFCEJJ,NO
IGEDEEAAJJDAHDIBAFBE,NO
ACEEEHEFHAIEJJA,NO
GAHAIFIEBBICDD,NO
JFCCBJHDIJDCADH,NO
HAJBHCAJHE,NO
FIBFHGGIGJJBDIBAICA,NO
BIEAHGADIBDDADG,NO
BBFJJDECFFFEDCE,NO
FDEIEJBDECJD,NO
AIAJEJJ,NO
BAJADEEIEJAJCBDA,NO
GIICDIBJHGDHCAA,NO
JAJDIAH,NO
HDBAFCJG,NO
DIGBGAGCBDGE,NO
JFCFJAEFEE,NO
GHHGDDCJBCJIIEJBC,NO
CIBHFHEE,NO
JIEGDHHHHA,NO
FGHGEHFFCECG,NO
EJABDAEAGFADFBHGFCBA,NO
BGHACIHFGEEBBHCHDG,NO
IBIHCAEAEGHIAIJCCIJ,NO
EJGHJBBCAJ,NO
EHBDABD,NO
JHDEGGBEFFEGJFAJ,NO
JIFJJJBJE,NO
HJFCJEBIBJCFJIED,NO
DBJGGBHJCGHGFEGCG,NO
GJHAJFGAEAAFG,NO
GHJDCEHGCHGHFFDHEGH,NO
ADFCIECF,NO
AEIAFJFFHJBICJB,NO
FEHIBEBIED,NO
CJJJAFFGHIDGIEGDBC,NO
DGIHJCGDEA,NO
AFHIBJHEIEGA,NO
DCDJGCCGICHEHFFGECI,NO
AAIAHCBHAAJCBJI,NO
IIFJGBCE,NO
JDDFEEHFECJEIIFH,NO
HEDBJHGCBDIEJEDBI,NO
BACIGI,NO
FIHBIDCIHCJ,NO
BFAECIJGCJJ,NO
FEJHJDH,NO
ICABBDBHGIH,NO
IIABHECHHDDIEBAGJ,NO
BIEIEBHHECFJEBC,NO
GCCAFGI,NO
FBJIFECCC,NO
DDHAEDEBFFHICDEH,NO
GIGEFBCCAFIC,NO
IBIDHJFFIA,NO
GJCJDBIFFIFJ,NO
ICIFIAFEH,NO
GAGJAJBEHGI,NO
BBEHJG,NO
IAACCACDIGCJGDCHDIAC,NO
CFBJEGF,NO
CBCJJF,NO
BGHIEIDIBCGCH,NO
CFBCHHAEFJJEEGH,NO
BEECIFAJJJAC,NO
DEICDFFDGAEBG,NO
AHCCGCIHJCICHI,NO
EGFAHJECGEH,NO
GEFIBAECID,NO
HBHBAAFCFAFACDGHH,NO
JFHEBHEBF,NO
AHEBCFEBBACJGAEA,NO
JHACDBHDACCJDIHH,NO
IHEBGJJ,NO
IDAFJBCBHBEFGEHFDG,NO
JIICACHIJ,NO
CAEGCGFDIJH,NO
FBCBGH,NO
HBHBAHEJAHFEEBE,NO
EGBJBEEGGGFFCCDAI,NO
JIGDHICHBDECEAJ,NO
IDDFFEHJBAFBIH,NO
GHDDHB,NO
DEHBACIHFF,NO
CCDIIGE,NO
DDHIEECGGGJDICIFBAA,NO
HGBCFHIG,NO
JHJHIIGH,NO
IEEGIJIEJ,NO
FCCAJFIAACCBEJBAJEDE,NO
EIIDEIHFGCGFFB,NO
FHADBEHEAGHFACGC,STEAL
ABGHAJIDFBHDA,NO
FEIJCAIBDCGCCGB,NO
DEFCCIFF,NO
FBHHIDGBIJICJGIHEF,NO
DEFBAIDEAICCHAHG,NO
AGIFJJAAGEE,NO
JIJGAJEFABIECCDFGFF,NO
IDDIFGJG,NO
GEDEFDCAAJHCBGE,NO
BABCABFAJDJAB,NO
DJGHBGB,NO
BCEJEFEBF,NO
CAIGDEBEFEF,NO
AIGBGBGIDEFGHGGJAC,NO
EJBJFIHDDDIACIIAH,NO
FAGCHHCF,NO
AGCDAAHC,NO
ECGCGCCHE,NO
DGHCHCIDIHHAHCDDIIG,NO
DDBFHIFGCFFHBEFIJHAH,NO
